,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9548,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.0,0.09,0.0,0.01,0.1
9549,Monster House,GBA,2006,Adventure,THQ,0.06,0.02,0.0,0.0,0.08
9550,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26
9551,Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0.0,0.0,0.15
9552,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.5,0.02,0.0,0.03,0.55
9553,Road Rash 64,N64,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24
9554,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
9555,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.12
9556,The Space Bar,SAT,1996,Adventure,Sega,0.0,0.0,0.08,0.0,0.08
9557,Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
9558,Marines: Modern Urban Combat,Wii,2010,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03
9559,Atlantic Quest,PC,2011,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02
9560,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.11,0.0,0.0,0.01,0.12
9561,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.47
9562,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
9563,Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29
9564,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.01,0.14
9565,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.05
9566,Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.03,0.0,0.01,0.1
9567,F1 2011,PS3,2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.23
9568,Dragon Quest Monsters 2,GB,2001,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,1.56
9569,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
9570,Drawn to Life Collection,DS,2010,Misc,THQ,0.14,0.0,0.0,0.01,0.15
9571,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
9572,NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38
9573,Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0.0,0.13
9574,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35
9575,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0.0,0.0,0.05
9576,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23
9577,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
9578,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
9579,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27
9580,F1 Race,NES,1984,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52
9581,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04
9582,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.14,0.11,0.17,0.04,0.46
9583,Moto Racer 2,PS,1997,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.7
9584,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18
9585,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,0.78,0.5,0.03,0.15,1.46
9586,Dark Parables: The Exiled Prince,PC,2011,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
9587,Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.28
9588,Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45
9589,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.1,0.0,0.04,0.53
9590,Surf's Up,DS,2007,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28
9591,Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.24,0.03,0.0,0.02,0.29
9592,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0.0,0.0,0.01,0.0,0.01
9593,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85
9594,Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33
9595,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
9596,Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15
9597,Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13
9598,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12
9599,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
9600,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09
9601,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04
9602,Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0.0,0.0,0.01,0.13
9603,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
9604,Cooking Mama,DS,2006,Simulation,505 Games,3.13,1.94,0.07,0.58,5.72
9605,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07
9606,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0.0,0.08,1.17
9607,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
9608,MediEvil II,PS,1999,Action,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.37
9609,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
9610,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9611,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.99
9612,Hidden Mysteries: Buckingham Palace,DS,2010,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22
9613,Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02
9614,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
9615,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.4,0.99,0.0,0.22,1.61
9616,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71
9617,Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
9618,Akiba's Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.08,0.0,0.01,0.02,0.11
9619,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0.0,0.0,0.01,0.0,0.01
9620,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
9621,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
9622,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.4
9623,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995,Misc,Sega,0.0,0.0,0.08,0.0,0.08
9624,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.55
9625,World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54
9626,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05
9627,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.1
9628,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
9629,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18
9630,Lord of Darkness,SNES,1991,Action,Tecmo Koei,0.0,0.0,0.28,0.0,0.28
9631,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12
9632,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02
9633,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.48
9634,Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.14,0.0,0.0,0.01,0.15
9635,Def Jam: Fight for NY,XB,2004,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.55
9636,Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision,0.17,0.03,0.0,0.03,0.23
9637,Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
9638,Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04
9639,Backyard Baseball '10,PS2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17
9640,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12
9641,Exstetra,3DS,2013,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01
9642,Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.07
9643,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
9644,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.13
9645,DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
9646,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
9647,Spy Hunter,GC,2002,Racing,Midway Games,0.16,0.04,0.0,0.01,0.21
9648,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.28
9649,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
9650,Death Connection Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
9651,Jampack Summer 2K,PS,2000,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58
9652,The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9653,Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
9654,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.01,0.07
9655,Sousaku Alice to Oujisama!,3DS,2015,Simulation,Happinet,0.0,0.0,0.01,0.0,0.01
9656,Thrillville,PSP,2006,Strategy,Atari,0.18,0.0,0.0,0.02,0.2
9657,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,2005,Action,Sega,0.0,0.0,0.19,0.0,0.19
9658,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0.0,0.1,0.22
9659,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04
9660,Virtua Tennis: World Tour (US & Others sales),PSP,2005,Sports,Sega,0.16,0.36,0.0,0.14,0.66
9661,Up,PS2,2009,Action,THQ,0.19,0.05,0.0,0.24,0.48
9662,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0.0,0.0,0.02,0.21
9663,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0.0,0.03,0.21
9664,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
9665,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
9666,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.45
9667,LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
9668,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11
9669,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0.0,0.01,0.1
9670,Army Men: Sarge's Heroes,PS,1999,Action,3DO,0.31,0.21,0.0,0.04,0.56
9671,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.07,0.32,0.03,0.51
9672,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.57
9673,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37
9674,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
9675,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
9676,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06
9677,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
9678,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,0.0,0.14,0.0,0.14
9679,The Settlers IV,PC,2001,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02
9680,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0.0,0.01,0.14
9681,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05
9682,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.28,0.19,0.12,0.83
9683,Rugby World Cup 2011,PS3,2011,Sports,505 Games,0.0,0.25,0.0,0.08,0.33
9684,UFC: Tapout,XB,2002,Fighting,Crave Entertainment,0.14,0.05,0.0,0.01,0.2
9685,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
9686,NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25
9687,Teslagrad,PSV,2015,Platform,Rain Games,0.0,0.01,0.0,0.0,0.01
9688,Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.25,0.0,0.14,0.66
9689,Project Runway,Wii,2010,Simulation,Atari,0.24,0.0,0.0,0.02,0.26
9690,GunParade Orchestra: Ao no Shou,PS2,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
9691,Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51
9692,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,0.38,0.26,0.0,0.04,0.68
9693,Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0.0,0.01,0.13
9694,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
9695,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0.0,0.0,0.08,0.0,0.08
9696,Ms. Pac-Man: Maze Madness / Pac-Man World,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.23
9697,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0.0,0.03,0.32
9698,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
9699,LEGO Harry Potter: Years 5-7,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.04,0.41
9700,Secret Game Portable,PSP,2010,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
9701,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
9702,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18
9703,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05
9704,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
9705,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9706,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0.0,0.0,0.01,0.1
9707,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.0,0.04,0.45
9708,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0
9709,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.05
9710,Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
9711,Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,1.34
9712,Top Gun,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
9713,Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
9714,Kart Racer,Wii,2009,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.04
9715,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03
9716,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.23
9717,Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06
9718,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0.0,0.33,0.0,0.03,0.36
9719,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19,1.71
9720,Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0.0,0.0,0.02
9721,Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0.0,0.06,0.58
9722,Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29
9723,Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1
9724,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9725,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
9726,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
9727,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.0,0.05,0.77
9728,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
9729,Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.37,0.0,0.06,0.63
9730,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21
9731,Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.23,0.0,0.04,0.46
9732,No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
9733,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03
9734,R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07
9735,The King of Fighters '94,NG,1994,Fighting,SNK,0.0,0.0,0.12,0.0,0.12
9736,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03
9737,Hatsune Miku: Project Diva 2nd,PSP,2010,Misc,Sega,0.0,0.0,0.41,0.0,0.41
9738,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0.0,0.0,0.03,0.0,0.03
9739,Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04
9740,Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73
9741,Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04
9742,Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0.0,0.07,0.51
9743,Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
9744,Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,Disney Interactive Studios,0.22,0.08,0.0,0.01,0.31
9745,Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
9746,Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1
9747,Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
9748,Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.26
9749,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02
9750,Tony Hawk's Project 8,PS3,2006,Sports,Activision,0.3,0.23,0.01,0.1,0.64
9751,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05
9752,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.06
9753,Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01
9754,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
9755,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.2
9756,Monster House,DS,2006,Adventure,THQ,0.14,0.01,0.0,0.01,0.16
9757,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07
9758,Singularity,PC,2010,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
9759,Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,0.32,0.22,0.0,0.04,0.58
9760,Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
9761,Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0.0,0.03,0.43
9762,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.06
9763,MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15
9764,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14
9765,Football Manager 2012,PSP,2011,Sports,Sega,0.0,0.1,0.0,0.04,0.14
9766,Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.21
9767,Frozen: Olaf's Quest,3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0.0,0.05,0.58
9768,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27
9769,V-Rally Edition 99,N64,1998,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
9770,Minecraft: Story Mode,PS4,2015,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67
9771,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
9772,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9773,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06
9774,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0.0,0.0,0.15
9775,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
9776,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.0,0.02,0.79
9777,Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0.0,0.05,1.27
9778,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04
9779,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.26
9780,The King of Fighters '96,PS,1997,Fighting,SNK,0.0,0.0,0.07,0.01,0.08
9781,Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16
9782,Mercenaries: Playground of Destruction,XB,2005,Action,LucasArts,0.54,0.11,0.0,0.03,0.68
9783,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07
9784,Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
9785,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0.0,0.0,0.01,0.1
9786,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
9787,Blur,PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06
9788,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.11
9789,Tenchu San Portable,PSP,2009,Action,From Software,0.0,0.0,0.01,0.0,0.01
9790,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22
9791,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0.0,0.02,0.92
9792,Fit & Fun,Wii,2011,Sports,Unknown,0.0,0.01,0.0,0.0,0.01
9793,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06
9794,Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.14
9795,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23
9796,Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.43
9797,Robotics;Notes,X360,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
9798,Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15
9799,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.05
9800,Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
